"Customer ID","gender","age","city","Membership Type","Total Spend","Items Purchased","Average Rating","Discount Applied","Days Since Last Purchase","Satisfaction Level"
378,Female,43,Chicago,Bronze,515.75,10,3.3,true,43,Unsatisfied
390,Female,43,Chicago,Bronze,505.75,10,3.3,true,44,Unsatisfied
402,Female,43,Chicago,Bronze,515.75,10,3.3,true,45,Unsatisfied
414,Female,43,Chicago,Bronze,505.75,10,3.3,true,46,Unsatisfied
426,Female,43,Chicago,Bronze,515.75,10,3.3,true,47,Unsatisfied
438,Female,43,Chicago,Bronze,505.75,10,3.3,true,48,Unsatisfied
267,Male,26,Miami,Silver,690.6,12,3.9,true,47,Unsatisfied
297,Male,26,Miami,Silver,690.6,12,3.9,true,47,Unsatisfied
225,Male,26,Miami,Silver,690.6,12,3.9,true,47,Unsatisfied
135,Male,26,Miami,Silver,690.6,12,3.9,true,47,Unsatisfied
165,Male,26,Miami,Silver,690.6,12,3.9,true,47,Unsatisfied
117,Male,26,Miami,Silver,700.6,12,3.7,true,48,Unsatisfied
195,Male,26,Miami,Silver,690.6,12,3.9,true,47,Unsatisfied
308,Male,26,Miami,Silver,670.6,12,3.9,true,46,Unsatisfied
338,Male,26,Miami,Silver,690.6,12,3.9,true,47,Unsatisfied
416,Male,27,Miami,Silver,710.4,13,4.1,true,61,Unsatisfied
141,Male,27,Miami,Silver,700.4,13,4.0,true,53,Unsatisfied
255,Male,27,Miami,Silver,710.4,13,4.1,true,54,Unsatisfied
404,Male,27,Miami,Silver,710.4,13,4.1,true,60,Unsatisfied
105,Male,27,Miami,Silver,720.4,13,4.0,true,55,Unsatisfied
201,Male,27,Miami,Silver,700.4,13,4.0,true,53,Unsatisfied
392,Male,27,Miami,Silver,710.4,13,4.1,true,59,Unsatisfied
153,Male,27,Miami,Silver,710.4,13,4.1,true,54,Unsatisfied
380,Male,27,Miami,Silver,710.4,13,4.1,true,58,Unsatisfied
231,Male,27,Miami,Silver,700.4,13,4.0,true,53,Unsatisfied
171,Male,27,Miami,Silver,700.4,13,4.0,true,53,Unsatisfied
368,Male,27,Miami,Silver,710.4,13,4.1,true,57,Unsatisfied
356,Male,27,Miami,Silver,700.4,13,4.1,true,56,Unsatisfied
183,Male,27,Miami,Silver,710.4,13,4.1,true,54,Unsatisfied
305,Male,27,Los Angeles,Silver,780.9,11,4.2,false,16,Neutral
344,Male,27,Miami,Silver,720.4,13,4.0,true,55,Unsatisfied
273,Male,27,Miami,Silver,700.4,13,4.0,true,53,Unsatisfied
326,Male,27,Miami,Silver,710.4,13,4.1,true,54,Unsatisfied
440,Male,27,Miami,Silver,710.4,13,4.1,true,63,Unsatisfied
213,Male,27,Miami,Silver,710.4,13,4.1,true,54,Unsatisfied
314,Male,27,Miami,Silver,690.4,13,4.1,true,52,Unsatisfied
428,Male,27,Miami,Silver,710.4,13,4.1,true,62,Unsatisfied
123,Male,27,Miami,Silver,710.4,13,4.1,true,54,Unsatisfied
285,Male,27,Miami,Silver,710.4,13,4.1,true,54,Unsatisfied
243,Male,27,Miami,Silver,710.4,13,4.1,true,54,Unsatisfied
158,Male,28,San Francisco,Gold,1500.1,21,4.9,false,10,Satisfied
278,Male,28,San Francisco,Gold,1490.1,21,4.9,false,9,Satisfied
248,Male,28,San Francisco,Gold,1490.1,21,4.9,false,9,Satisfied
290,Male,28,San Francisco,Gold,1500.1,21,4.9,false,10,Satisfied
236,Male,28,San Francisco,Gold,1490.1,21,4.9,false,9,Satisfied
218,Male,28,San Francisco,Gold,1500.1,21,4.9,false,10,Satisfied
319,Male,28,San Francisco,Gold,1490.1,21,4.9,false,9,Satisfied
206,Male,28,San Francisco,Gold,1490.1,21,4.9,false,9,Satisfied
331,Male,28,San Francisco,Gold,1500.1,21,4.9,false,10,Satisfied
110,Male,28,San Francisco,Gold,1520.1,21,4.8,false,9,Satisfied
188,Male,28,San Francisco,Gold,1500.1,21,4.9,false,10,Satisfied
349,Male,28,San Francisco,Gold,1480.1,21,4.9,false,10,Satisfied
361,Male,28,San Francisco,Gold,1490.1,21,4.9,false,10,Satisfied
176,Male,28,San Francisco,Gold,1490.1,21,4.9,false,9,Satisfied
373,Male,28,San Francisco,Gold,1480.1,21,4.9,false,11,Satisfied
445,Male,28,San Francisco,Gold,1480.1,21,4.9,false,13,Satisfied
385,Male,28,San Francisco,Gold,1490.1,21,4.9,false,10,Satisfied
397,Male,28,San Francisco,Gold,1480.1,21,4.9,false,12,Satisfied
146,Male,28,San Francisco,Gold,1490.1,21,4.9,false,9,Satisfied
409,Male,28,San Francisco,Gold,1490.1,21,4.9,false,11,Satisfied
128,Male,28,San Francisco,Gold,1500.1,21,4.9,false,10,Satisfied
421,Male,28,San Francisco,Gold,1480.1,21,4.9,false,12,Satisfied
433,Male,28,San Francisco,Gold,1490.1,21,4.9,false,11,Satisfied
260,Male,28,San Francisco,Gold,1500.1,21,4.9,false,10,Satisfied
307,Male,29,San Francisco,Gold,1390.2,18,4.7,false,9,Satisfied
337,Male,29,San Francisco,Gold,1370.2,18,4.7,false,10,Satisfied
134,Male,29,San Francisco,Gold,1370.2,18,4.7,false,10,Satisfied
224,Male,29,San Francisco,Gold,1370.2,18,4.7,false,10,Satisfied
296,Male,29,San Francisco,Gold,1370.2,18,4.7,false,10,Satisfied
194,Male,29,San Francisco,Gold,1370.2,18,4.7,false,10,Satisfied
116,Male,29,San Francisco,Gold,1360.2,18,4.9,false,11,Satisfied
164,Male,29,San Francisco,Gold,1370.2,18,4.7,false,10,Satisfied
266,Male,29,San Francisco,Gold,1370.2,18,4.7,false,10,Satisfied
325,Male,30,San Francisco,Gold,1470.5,20,4.8,false,13,Satisfied
284,Male,30,San Francisco,Gold,1470.5,20,4.8,false,13,Satisfied
272,Male,30,San Francisco,Gold,1460.5,20,4.8,false,12,Satisfied
242,Male,30,San Francisco,Gold,1470.5,20,4.8,false,13,Satisfied
355,Male,30,San Francisco,Gold,1440.5,19,4.6,false,12,Satisfied
415,Male,30,San Francisco,Gold,1460.5,20,4.8,false,14,Satisfied
182,Male,30,San Francisco,Gold,1470.5,20,4.8,false,13,Satisfied
104,Male,30,San Francisco,Gold,1480.3,19,4.7,false,12,Satisfied
212,Male,30,San Francisco,Gold,1470.5,20,4.8,false,13,Satisfied
140,Male,30,San Francisco,Gold,1460.5,20,4.8,false,12,Satisfied
200,Male,30,San Francisco,Gold,1460.5,20,4.8,false,12,Satisfied
403,Male,30,San Francisco,Gold,1450.5,19,4.6,false,13,Satisfied
152,Male,30,San Francisco,Gold,1470.5,20,4.8,false,13,Satisfied
391,Male,30,San Francisco,Gold,1460.5,20,4.8,false,13,Satisfied
367,Male,30,San Francisco,Gold,1460.5,20,4.8,false,13,Satisfied
170,Male,30,San Francisco,Gold,1460.5,20,4.8,false,12,Satisfied
230,Male,30,San Francisco,Gold,1460.5,20,4.8,false,12,Satisfied
254,Male,30,San Francisco,Gold,1470.5,20,4.8,false,13,Satisfied
313,Male,30,San Francisco,Gold,1450.5,20,4.8,false,12,Satisfied
343,Male,30,San Francisco,Gold,1460.5,20,4.8,false,11,Satisfied
122,Male,30,San Francisco,Gold,1470.5,20,4.8,false,13,Satisfied
439,Male,30,San Francisco,Gold,1460.5,20,4.8,false,15,Satisfied
427,Male,30,San Francisco,Gold,1450.5,19,4.6,false,14,Satisfied
379,Male,30,San Francisco,Gold,1450.5,19,4.6,false,12,Satisfied
304,Male,31,New York,Gold,1210.6,17,4.8,true,18,Satisfied
362,Male,32,Miami,Silver,660.3,10,3.8,true,35,Unsatisfied
189,Male,32,Miami,Silver,670.3,10,3.8,true,33,Unsatisfied
261,Male,32,Miami,Silver,670.3,10,3.8,true,33,Unsatisfied
350,Male,32,Miami,Silver,690.3,10,3.8,true,34,Unsatisfied
177,Male,32,Miami,Silver,680.3,10,3.8,true,32,Unsatisfied
374,Male,32,Miami,Silver,660.3,10,3.8,true,36,Unsatisfied
159,Male,32,Miami,Silver,670.3,10,3.8,true,33,Unsatisfied
386,Male,32,Miami,Silver,660.3,10,3.8,true,37,Unsatisfied
446,Male,32,Miami,Silver,660.3,10,3.8,true,42,Unsatisfied
147,Male,32,Miami,Silver,680.3,10,3.8,true,32,Unsatisfied
279,Male,32,Miami,Silver,680.3,10,3.8,true,32,Unsatisfied
398,Male,32,Miami,Silver,660.3,10,3.8,true,38,Unsatisfied
237,Male,32,Miami,Silver,680.3,10,3.8,true,32,Unsatisfied
291,Male,32,Miami,Silver,670.3,10,3.8,true,33,Unsatisfied
410,Male,32,Miami,Silver,660.3,10,3.8,true,39,Unsatisfied
129,Male,32,Miami,Silver,670.3,10,3.8,true,33,Unsatisfied
249,Male,32,Miami,Silver,680.3,10,3.8,true,32,Unsatisfied
422,Male,32,Miami,Silver,660.3,10,3.8,true,40,Unsatisfied
320,Male,32,Miami,Silver,680.3,10,3.8,true,32,Unsatisfied
111,Male,32,Miami,Silver,690.3,11,3.8,true,34,Unsatisfied
207,Male,32,Miami,Silver,680.3,10,3.8,true,32,Unsatisfied
434,Male,32,Miami,Silver,660.3,10,3.8,true,41,Unsatisfied
332,Male,32,Miami,Silver,670.3,10,3.8,true,33,Unsatisfied
219,Male,32,Miami,Silver,670.3,10,3.8,true,33,Unsatisfied
294,Male,33,Los Angeles,Silver,830.75,13,4.2,false,14,Satisfied
335,Male,33,Los Angeles,Silver,830.75,13,4.2,false,14,Satisfied
222,Male,33,Los Angeles,Silver,830.75,13,4.2,false,14,Satisfied
114,Male,33,Los Angeles,Silver,820.75,13,4.4,false,15,Satisfied
264,Male,33,Los Angeles,Silver,830.75,13,4.2,false,14,Satisfied
377,Male,33,Los Angeles,Silver,770.2,11,4.2,false,18,Neutral
162,Male,33,Los Angeles,Silver,830.75,13,4.2,false,14,Satisfied
401,Male,33,Los Angeles,Silver,800.2,11,4.1,false,18,Neutral
192,Male,33,Los Angeles,Silver,830.75,13,4.2,false,14,Satisfied
132,Male,33,Los Angeles,Silver,830.75,13,4.2,false,14,Satisfied
365,Male,34,Los Angeles,Silver,780.2,11,4.1,false,16,Neutral
150,Male,34,Los Angeles,Silver,790.2,11,4.0,false,15,Neutral
341,Male,34,Los Angeles,Silver,800.2,11,4.1,false,17,Neutral
270,Male,34,Los Angeles,Silver,800.2,11,4.1,false,17,Neutral
210,Male,34,Los Angeles,Silver,790.2,11,4.0,false,15,Neutral
252,Male,34,Los Angeles,Silver,790.2,11,4.0,false,15,Neutral
323,Male,34,Los Angeles,Silver,790.2,11,4.0,false,15,Neutral
240,Male,34,Los Angeles,Silver,790.2,11,4.0,false,15,Neutral
138,Male,34,Los Angeles,Silver,800.2,11,4.1,false,17,Neutral
102,Male,34,Los Angeles,Silver,780.5,11,4.1,false,18,Neutral
413,Male,34,Los Angeles,Silver,780.2,11,4.1,false,17,Neutral
180,Male,34,Los Angeles,Silver,790.2,11,4.0,false,15,Neutral
228,Male,34,Los Angeles,Silver,800.2,11,4.1,false,17,Neutral
198,Male,34,Los Angeles,Silver,800.2,11,4.1,false,17,Neutral
353,Male,34,Los Angeles,Silver,790.2,11,4.0,false,15,Neutral
311,Male,34,Los Angeles,Silver,810.2,11,4.0,false,14,Neutral
425,Male,34,Los Angeles,Silver,780.2,11,4.2,false,18,Neutral
449,Male,34,Los Angeles,Silver,780.2,11,4.2,false,21,Neutral
437,Male,34,Los Angeles,Silver,780.2,11,4.1,false,19,Neutral
120,Male,34,Los Angeles,Silver,790.2,11,4.0,false,16,Neutral
168,Male,34,Los Angeles,Silver,800.2,11,4.1,false,17,Neutral
282,Male,34,Los Angeles,Silver,790.2,11,4.0,false,15,Neutral
300,Male,34,Los Angeles,Silver,800.2,11,4.1,false,17,Neutral
389,Male,34,Los Angeles,Silver,780.2,11,4.1,false,16,Neutral
276,Male,35,Los Angeles,Silver,820.9,12,4.3,false,12,Neutral
317,Male,35,Los Angeles,Silver,820.9,12,4.3,false,13,Neutral
347,Male,35,Los Angeles,Silver,830.9,12,4.3,false,14,Neutral
329,Male,35,Los Angeles,Silver,820.9,12,4.3,false,13,Neutral
156,Male,35,Los Angeles,Silver,810.9,12,4.3,false,13,Neutral
431,Male,35,Los Angeles,Silver,820.9,12,4.3,false,20,Neutral
234,Male,35,Los Angeles,Silver,820.9,12,4.3,false,12,Neutral
174,Male,35,Los Angeles,Silver,820.9,12,4.3,false,12,Neutral
371,Male,35,Los Angeles,Silver,800.9,12,4.1,false,17,Neutral
395,Male,35,Los Angeles,Silver,800.9,12,4.1,false,17,Neutral
407,Male,35,Los Angeles,Silver,820.9,12,4.3,false,16,Neutral
359,Male,35,Los Angeles,Silver,810.9,12,4.3,false,14,Neutral
246,Male,35,Los Angeles,Silver,820.9,12,4.3,false,12,Neutral
258,Male,35,Los Angeles,Silver,810.9,12,4.3,false,13,Neutral
108,Male,35,Los Angeles,Silver,800.9,12,4.2,false,14,Neutral
443,Male,35,Los Angeles,Silver,800.9,12,4.1,false,20,Neutral
288,Male,35,Los Angeles,Silver,820.9,12,4.3,false,13,Neutral
144,Male,35,Los Angeles,Silver,820.9,12,4.3,false,12,Neutral
419,Male,35,Los Angeles,Silver,800.9,12,4.1,false,19,Neutral
216,Male,35,Los Angeles,Silver,810.9,12,4.3,false,13,Neutral
383,Male,35,Los Angeles,Silver,820.9,12,4.3,false,15,Neutral
204,Male,35,Los Angeles,Silver,820.9,12,4.3,false,12,Neutral
126,Male,35,Los Angeles,Silver,810.9,12,4.3,false,13,Neutral
186,Male,35,Los Angeles,Silver,810.9,12,4.3,false,13,Neutral
301,Male,36,San Francisco,Gold,1420.8,19,4.6,false,11,Satisfied
